generacja,najlepszy_fitness,sredni_fitness,liczba_gatunkow,czas_epoki_s,avg_fitness_informed,avg_fitness_uninformed,neat_avg_worth,bench_hold6040,bench_momentum,bench_random,pct_bond,pct_stock,pct_crypto,pct_cash,avg_trades
501,1045.63,651.57,2,2.11,555.20,747.93,16284.21,354.91,253.70,441.16,8.92,72.48,9.94,8.67,351.06
502,705.65,454.61,2,2.01,446.46,462.76,3415.26,368.39,695.89,461.08,7.55,71.24,14.66,6.55,174.90
503,893.06,486.19,2,1.92,455.33,517.04,5348.91,326.99,671.68,353.49,7.93,72.23,11.94,7.90,188.01
504,854.89,530.24,2,1.87,469.02,591.46,7943.15,387.97,623.99,426.38,8.52,71.68,12.23,7.56,239.63
505,857.03,560.42,2,1.91,497.68,623.16,10210.16,348.34,1020.01,439.09,9.01,70.77,11.78,8.43,266.63
506,663.18,472.51,2,1.89,466.07,478.94,4463.21,266.58,142.08,311.15,8.64,69.98,12.90,8.49,192.18
507,753.13,524.07,2,1.89,472.04,576.10,7620.56,343.18,220.55,479.49,8.48,71.51,12.87,7.14,235.74
508,822.60,567.66,2,1.95,511.24,624.08,10549.18,298.96,325.78,377.92,9.16,72.41,10.22,8.21,273.02
509,665.29,458.59,2,1.90,461.37,455.80,3460.71,372.26,232.18,509.92,8.20,69.19,16.75,5.87,161.93
510,988.65,491.17,2,1.91,428.36,553.97,6126.58,345.23,636.96,406.55,8.60,71.21,12.12,8.06,188.52
511,941.08,563.53,2,1.89,513.32,613.75,10334.22,396.64,805.74,575.76,7.75,74.68,11.26,6.32,234.57
512,858.46,569.46,2,1.96,507.26,631.66,10506.43,359.34,672.71,473.84,7.73,76.13,10.49,5.65,277.20
513,673.13,418.64,2,1.90,437.39,399.90,2804.21,372.59,172.57,432.25,7.47,70.59,16.61,5.33,133.85
514,709.77,457.04,2,1.86,449.71,464.36,3808.22,399.81,1391.69,446.66,7.66,68.58,17.76,6.00,164.40
515,852.87,472.36,2,1.89,540.26,404.46,5415.71,399.10,148.76,569.71,6.81,75.13,11.10,6.95,166.21
516,866.19,538.60,2,1.92,515.28,561.93,7587.22,294.81,275.24,396.34,5.85,73.33,15.92,4.90,197.77
517,636.55,451.25,2,1.94,433.50,468.99,3530.34,355.76,157.73,526.51,6.01,73.67,14.60,5.72,141.79
518,698.03,456.21,2,1.94,469.89,442.52,3752.98,327.72,861.49,388.29,5.85,66.30,22.57,5.28,148.39
519,750.86,490.94,2,1.90,507.15,474.73,4531.64,315.94,1732.18,401.97,6.99,67.34,20.30,5.37,180.15
520,932.54,462.10,2,1.91,498.15,426.05,4425.77,290.95,179.69,369.95,6.46,56.68,30.94,5.92,150.94
521,751.08,462.48,2,1.94,512.27,412.69,3917.94,487.71,1599.47,516.31,8.09,64.18,20.13,7.60,155.24
522,867.35,507.51,2,1.95,436.16,578.85,6884.26,409.98,220.97,451.31,6.99,74.25,11.96,6.80,204.34
523,626.81,468.85,2,1.89,429.90,507.79,3813.45,369.87,218.65,450.89,6.39,74.14,13.38,6.10,173.79
524,933.59,564.15,2,1.95,482.70,645.61,9901.15,309.50,512.70,408.40,7.68,74.21,10.96,7.15,275.36
525,780.27,503.64,2,2.04,479.65,527.64,5465.41,418.97,1026.00,445.03,7.87,69.82,14.10,8.21,221.26
526,741.64,424.67,2,2.07,392.86,456.48,2872.10,383.34,416.57,459.97,6.06,64.24,23.71,6.00,134.16
527,838.35,499.05,2,2.02,437.11,560.99,6187.88,323.18,174.43,336.10,6.12,56.47,32.31,5.10,194.80
528,744.59,453.50,2,1.95,500.41,406.58,3929.38,368.90,538.29,454.44,6.09,73.68,14.30,5.93,159.66
529,758.43,476.27,2,1.99,481.00,471.54,4515.24,365.67,235.89,453.85,6.52,64.99,23.53,4.97,172.97
530,723.23,454.14,2,2.02,442.37,465.92,3562.67,248.62,163.72,334.38,6.62,63.35,23.61,6.43,152.71
531,635.02,418.25,2,2.00,432.90,403.60,2760.12,335.71,1677.01,388.18,7.23,60.43,23.71,8.62,138.39
532,717.08,464.13,2,2.03,514.37,413.88,3764.05,355.61,439.67,414.59,8.41,63.72,20.16,7.71,177.46
533,596.80,411.79,2,1.99,424.55,399.02,2456.46,355.45,421.76,438.53,8.71,58.03,23.72,9.54,132.74
534,729.76,488.43,2,1.99,547.09,429.77,4333.43,399.66,248.29,458.99,10.46,58.15,20.10,11.29,195.97
535,807.99,495.33,2,1.99,426.52,564.13,6094.65,424.80,260.05,519.56,9.38,67.71,12.74,10.17,210.94
536,714.70,470.58,2,1.97,468.34,472.82,3923.29,351.31,295.16,365.87,8.16,63.28,19.68,8.88,209.12
537,597.37,412.51,2,1.95,416.70,408.33,2537.37,392.49,203.15,483.88,8.39,60.25,22.14,9.23,143.66
538,771.45,443.29,2,1.97,418.58,468.00,3765.36,374.34,505.80,421.40,8.41,68.97,14.41,8.21,170.44
539,661.17,470.77,2,2.03,434.40,507.14,4064.85,371.09,212.88,468.27,8.59,62.22,19.60,9.59,216.04
540,888.13,528.19,2,2.10,444.71,611.68,7708.57,327.22,405.85,431.54,10.72,62.98,14.82,11.48,259.16
541,756.84,509.45,2,2.08,449.54,569.35,5686.01,374.67,976.38,446.09,10.86,63.29,12.66,13.19,253.80
542,679.90,447.31,2,2.17,436.89,457.72,3377.73,398.90,173.89,451.75,9.43,62.18,17.01,11.39,185.43
543,670.26,485.43,2,2.16,457.25,513.62,4402.49,337.62,282.35,390.08,9.32,65.90,14.36,10.42,217.03
544,1093.17,621.28,2,2.10,503.40,739.15,17296.30,307.25,199.17,414.44,9.51,70.18,10.73,9.58,346.48
545,689.58,503.59,2,2.07,481.35,525.83,4849.03,391.76,273.10,475.67,7.67,69.31,14.32,8.70,218.91
546,913.90,581.67,2,2.07,531.98,631.37,10328.83,411.16,746.95,496.45,7.53,69.67,13.01,9.79,290.25
547,1057.76,679.60,2,2.19,563.32,795.88,22277.49,349.50,797.84,415.31,7.78,73.13,11.35,7.74,339.96
548,784.52,538.83,2,2.24,510.02,567.63,8257.25,348.54,220.22,424.58,7.76,71.74,12.42,8.08,252.83
549,789.00,548.93,2,2.22,525.68,572.18,6960.94,344.60,133.33,427.11,6.79,73.04,14.15,6.02,247.86
550,616.29,429.80,2,2.21,435.71,423.88,2818.46,313.64,264.23,346.54,5.81,70.55,16.96,6.68,142.91
551,834.08,540.36,2,2.34,479.98,600.74,8361.97,346.49,264.36,367.35,7.10,74.64,11.70,6.56,224.09
552,951.48,568.23,2,2.29,505.14,631.32,9974.39,413.52,198.53,468.74,6.99,72.70,11.45,8.85,264.46
553,642.71,474.21,2,2.11,480.12,468.30,4307.20,358.76,155.00,437.95,6.73,72.07,14.81,6.38,168.07
554,781.05,520.26,2,2.26,461.33,579.19,6572.43,362.67,493.87,466.04,7.21,72.95,11.64,8.20,245.44
555,765.52,508.00,2,2.37,469.50,546.49,5397.24,406.08,826.94,427.85,8.20,70.93,12.53,8.34,225.62
556,578.13,435.43,2,2.00,464.71,406.15,2885.66,361.00,736.19,406.64,7.67,64.14,18.53,9.66,150.17
557,818.63,502.04,2,1.99,568.82,435.26,5727.03,409.08,295.19,519.27,8.95,67.81,13.35,9.89,201.90
558,792.35,520.77,2,2.04,451.27,590.27,7094.85,398.07,3131.92,483.91,8.56,73.08,10.64,7.71,229.26
559,835.79,500.38,2,2.21,491.39,509.37,5289.60,354.11,1896.47,421.72,7.30,69.94,15.59,7.18,204.32
560,761.84,497.39,2,2.15,520.60,474.19,5075.61,426.70,1289.74,504.95,7.10,69.74,17.04,6.12,185.34
561,686.44,468.72,2,1.98,447.33,490.12,3895.10,329.08,589.09,376.90,5.78,66.89,20.79,6.54,164.91
562,901.72,535.24,2,1.99,414.03,656.45,10042.48,328.35,147.25,389.80,6.84,76.62,10.04,6.50,223.26
563,683.53,504.50,2,2.01,480.89,528.10,5443.39,387.45,429.08,425.35,6.82,75.84,12.03,5.31,193.19
564,731.29,492.84,2,2.24,463.16,522.53,5079.35,356.48,204.89,488.19,7.41,73.06,12.90,6.63,212.98
565,656.04,470.12,2,2.22,475.13,465.12,3861.40,386.45,524.46,477.12,7.57,70.71,15.23,6.49,172.52
566,758.75,476.84,2,2.19,508.83,444.85,4875.53,326.80,642.37,427.55,6.98,69.06,15.99,7.97,170.25
567,985.89,614.55,2,2.10,525.96,703.15,12428.26,344.48,427.29,388.58,8.36,71.71,11.17,8.77,306.25
568,809.38,455.07,2,2.13,500.23,409.91,3753.07,418.47,2870.37,565.95,6.17,75.70,11.94,6.20,175.01
569,855.87,537.26,2,2.23,605.45,469.07,7873.09,354.37,218.66,439.74,7.81,74.65,9.38,8.16,253.10
570,977.76,435.93,2,2.30,403.06,468.80,3657.00,319.36,384.78,393.81,6.57,74.98,12.09,6.36,159.97
571,1079.03,589.99,2,2.22,557.48,622.51,10808.17,301.86,373.86,404.15,6.72,80.31,7.97,5.00,260.64
572,736.74,491.43,2,2.18,499.80,483.07,5140.48,389.32,211.54,442.89,7.04,74.26,11.35,7.35,191.47
573,695.15,514.70,2,2.07,549.19,480.21,5567.34,330.05,195.15,392.04,7.26,70.84,15.88,6.02,235.98
574,899.38,565.67,2,2.21,647.64,483.71,9497.67,366.73,199.64,482.85,7.12,75.82,12.24,4.83,244.06
575,795.23,506.91,2,1.96,474.75,539.07,5680.11,267.68,300.42,300.00,7.56,73.04,14.32,5.08,229.65
576,906.38,565.39,2,2.01,479.51,651.28,10699.28,337.66,696.93,437.40,6.57,79.99,7.64,5.80,248.73
577,936.03,630.23,2,2.07,593.18,667.29,13749.80,447.91,1201.80,596.73,6.88,77.67,10.00,5.45,315.30
578,838.91,620.37,2,2.11,568.22,672.53,13386.74,344.45,193.04,357.98,7.18,77.65,8.18,6.99,305.55
579,700.14,458.23,2,1.93,476.12,440.33,3466.26,318.58,149.13,423.13,7.67,68.75,15.92,7.66,187.40
580,729.90,418.38,2,2.44,398.76,438.00,2758.14,381.86,838.79,433.96,8.09,59.01,25.13,7.76,165.26
581,1058.83,665.61,2,2.18,698.16,633.07,19408.33,342.32,1035.65,450.31,8.07,67.74,16.96,7.23,357.89
582,1021.51,732.06,2,2.16,664.65,799.47,24041.87,313.58,690.57,397.28,8.26,70.07,14.25,7.43,417.41
583,656.77,421.39,2,2.01,434.73,408.05,2684.70,322.06,957.23,438.31,9.28,61.50,20.28,8.95,165.47
584,693.14,442.62,2,2.00,424.16,461.07,3385.84,398.99,602.30,497.07,7.87,65.71,19.47,6.95,168.39
585,778.57,483.01,2,2.03,446.19,519.84,5234.74,365.37,223.31,490.44,7.56,72.94,14.34,5.17,210.38
586,949.05,549.18,2,2.03,442.62,655.73,10204.00,344.98,147.91,436.44,6.66,77.82,8.92,6.59,253.15
587,946.14,627.35,2,2.02,596.14,658.56,13626.28,337.69,256.96,425.35,6.98,74.72,11.59,6.70,298.64
588,680.07,526.66,2,1.95,476.78,576.55,6045.57,340.97,131.90,441.83,7.07,74.16,11.71,7.06,228.28
589,551.93,405.18,2,1.89,420.12,390.23,2434.18,323.20,1288.51,425.12,6.81,65.77,21.00,6.41,137.09
590,639.66,435.49,2,1.90,405.13,465.85,3134.27,348.23,237.70,413.16,6.61,65.89,20.29,7.20,145.69
591,859.48,502.48,2,1.90,544.41,460.56,5799.72,324.37,318.08,412.07,7.37,61.85,23.82,6.96,185.33
592,633.00,466.13,2,1.96,441.39,490.88,3899.06,265.19,148.47,313.07,8.12,58.46,24.97,8.44,168.19
593,885.90,558.66,2,2.12,546.65,570.68,10187.50,329.38,261.95,418.17,8.11,59.82,24.74,7.33,250.51
594,649.33,429.60,2,1.93,403.02,456.19,2940.85,338.35,191.97,475.14,9.11,61.53,23.03,6.33,163.26
595,776.02,441.38,2,1.94,416.90,465.86,3482.76,300.86,244.58,443.53,6.98,70.29,17.16,5.57,145.11
596,692.15,494.26,2,1.96,482.31,506.21,5028.85,385.55,672.58,465.10,6.77,73.98,14.92,4.33,204.80
597,547.19,403.30,2,1.91,414.69,391.90,2402.21,373.40,734.19,444.22,7.36,68.67,18.50,5.47,112.04
598,900.57,551.59,2,1.98,597.80,505.38,9032.18,433.43,912.88,459.01,6.97,68.88,16.92,7.23,255.37
599,728.30,497.08,2,1.92,469.87,524.28,5214.67,327.07,216.32,503.79,7.00,65.31,21.13,6.56,204.70
600,929.91,567.41,2,2.09,522.94,611.89,10546.93,376.97,227.92,565.49,6.58,68.01,18.45,6.96,243.71
601,633.93,464.52,2,1.94,494.81,434.23,3614.02,379.64,778.64,503.81,5.85,65.67,23.20,5.27,183.04
602,832.80,576.02,2,2.14,609.06,542.98,8928.44,363.67,292.79,435.20,5.46,66.04,23.45,5.04,234.22
603,637.96,476.15,2,1.94,461.77,490.52,4177.85,367.09,1013.89,406.41,6.09,66.14,20.86,6.91,186.10
604,946.95,629.80,2,1.90,579.44,680.15,14613.91,295.86,650.29,374.56,7.00,71.15,15.82,6.03,312.71
605,733.02,514.14,2,1.88,494.63,533.64,5965.54,363.86,164.44,541.41,6.80,72.01,16.68,4.50,218.55
606,664.52,475.82,2,1.90,452.80,498.85,4257.82,351.71,236.57,423.50,6.25,72.36,16.72,4.67,175.25
607,642.28,441.58,2,1.91,462.82,420.34,2893.48,356.86,152.78,480.39,6.42,60.44,26.62,6.52,162.36
608,544.37,414.36,2,2.14,400.12,428.59,2588.05,269.16,139.01,338.79,6.32,57.89,28.99,6.81,126.96
609,963.07,568.27,2,2.07,616.35,520.20,10140.14,447.75,985.23,519.50,6.63,63.09,24.17,6.11,234.14
610,591.37,424.54,2,1.98,408.99,440.09,2709.46,356.92,1136.34,475.26,6.71,66.95,20.32,6.02,148.03
611,632.44,462.93,2,2.07,454.19,471.67,3616.93,334.73,2739.27,417.47,6.49,62.91,23.86,6.74,158.24
612,807.56,524.93,2,1.97,536.96,512.90,6323.39,406.20,1625.13,424.66,7.06,61.20,25.53,6.21,210.95
613,989.70,501.61,2,2.01,449.33,553.89,6780.63,353.62,446.10,423.81,6.88,74.45,13.54,5.13,210.01
614,694.55,473.88,2,2.02,492.81,454.95,4472.10,313.94,450.75,389.35,7.31,72.60,13.23,6.86,180.64
615,587.28,435.46,2,1.98,421.01,449.92,3089.13,384.72,833.71,443.87,7.10,71.25,14.06,7.59,147.68
616,827.49,545.49,2,1.92,469.22,621.77,8389.16,347.59,170.16,444.16,6.41,75.35,11.92,6.31,256.72
617,763.39,547.07,2,2.01,540.39,553.74,7194.80,359.61,187.22,438.29,7.38,74.81,11.75,6.06,255.53
618,606.87,429.68,2,1.85,445.37,413.99,2703.59,363.09,1358.85,382.10,7.24,67.10,16.94,8.72,164.10
619,768.73,465.87,2,1.90,508.22,423.52,4113.03,426.04,221.65,522.17,8.01,72.87,11.68,7.44,188.50
620,698.41,481.37,2,1.88,465.71,497.03,4322.67,286.39,163.48,386.24,7.60,72.73,12.20,7.47,205.05
621,753.28,417.97,2,1.84,419.17,416.77,2752.96,312.37,145.66,422.60,8.45,61.21,20.80,9.54,147.96
622,689.10,504.79,2,1.84,523.20,486.38,4880.55,341.95,255.17,379.42,8.33,65.50,18.83,7.35,203.52
623,687.81,501.47,2,1.83,478.08,524.87,4983.52,360.47,626.60,384.55,7.79,71.79,13.12,7.29,224.72
624,814.01,520.86,2,1.90,550.36,491.36,6340.29,333.72,197.08,442.41,7.97,70.88,14.16,7.00,234.49
625,721.20,484.85,2,1.83,488.31,481.40,4375.14,360.75,233.90,400.71,7.65,66.37,18.27,7.72,193.02
626,699.66,455.96,2,1.91,413.50,498.41,3688.85,361.50,1239.42,421.67,7.36,62.81,22.40,7.43,167.42
627,646.37,472.96,2,1.94,498.95,446.97,4331.72,395.92,195.87,423.34,6.90,71.50,15.58,6.02,160.82
628,743.87,-1712.57,2,1.95,-3946.06,520.92,5255.14,370.04,241.39,418.98,7.31,72.75,13.78,6.16,183.61
629,671.49,491.52,2,1.91,548.36,434.67,4877.18,292.01,640.33,390.23,6.71,76.30,12.24,4.76,199.69
630,666.31,481.55,2,1.94,482.55,480.56,4238.23,331.62,745.28,422.92,7.72,67.90,18.71,5.68,180.91
631,787.02,526.93,2,2.05,516.08,537.79,7044.74,353.27,225.68,491.57,7.15,63.62,22.91,6.32,226.39
632,689.51,427.77,2,1.97,460.11,395.42,2996.93,369.88,621.48,418.79,7.22,69.22,18.56,5.01,152.70
633,730.11,487.45,2,1.87,469.10,505.79,4614.38,327.11,197.16,427.43,6.04,71.52,18.19,4.25,160.61
634,777.82,446.30,2,1.93,488.38,404.21,3509.82,300.98,419.44,351.71,5.58,73.42,15.10,5.89,131.55
635,719.77,542.56,2,1.97,515.41,569.72,6564.92,400.38,208.14,550.35,6.08,74.75,15.11,4.06,197.26
636,752.79,528.83,2,1.91,569.94,487.71,6881.74,332.99,256.93,372.03,5.48,73.04,17.28,4.20,180.42
637,701.07,478.29,2,2.05,475.05,481.53,3769.66,309.09,132.17,342.08,5.19,67.90,19.69,7.21,165.09
638,627.09,482.68,2,1.96,490.13,475.23,4288.93,378.91,772.92,429.41,4.88,71.94,18.09,5.09,132.33
639,601.99,453.98,2,2.25,432.19,475.77,3336.04,339.04,816.61,407.50,5.33,73.44,16.34,4.89,153.61
640,628.29,465.87,2,2.06,490.02,441.71,4099.93,340.24,206.26,463.93,5.26,74.18,15.84,4.72,125.48
641,838.09,564.22,2,2.09,519.94,608.51,8503.12,315.15,1451.78,428.50,4.81,78.15,13.15,3.89,192.16
642,694.55,509.64,2,1.95,475.48,543.80,5507.91,333.23,254.91,409.26,5.37,78.15,12.30,4.17,177.93
643,735.96,526.19,2,1.93,501.29,551.08,6168.57,343.01,153.04,441.27,5.28,77.23,14.14,3.34,186.15
644,642.55,510.96,2,2.02,491.75,530.17,5713.87,387.48,1069.12,422.20,5.61,78.12,11.97,4.30,181.72
645,717.90,513.03,2,2.04,502.79,523.28,5783.32,361.34,1121.50,400.23,5.18,76.11,12.80,5.91,166.47
646,1037.06,600.61,2,2.10,511.27,689.94,12314.01,348.86,141.64,380.07,5.68,80.20,9.79,4.32,262.59
647,635.54,492.51,2,2.02,461.65,523.37,4428.07,370.12,528.13,416.00,5.27,77.46,11.85,5.42,175.48
648,690.17,501.54,2,2.08,467.16,535.92,5315.41,398.64,435.32,493.34,5.39,78.15,10.70,5.75,171.69
649,564.41,443.20,2,2.04,443.15,443.25,3372.43,374.37,672.20,463.40,5.72,72.54,15.43,6.31,138.39
650,879.08,580.58,2,2.02,547.05,614.11,9376.94,356.49,198.30,411.43,5.43,78.05,11.58,4.93,228.71
651,957.38,579.04,2,1.98,509.87,648.21,10619.91,295.43,118.83,345.97,5.48,80.39,9.24,4.89,212.89
652,639.58,480.71,2,1.97,435.02,526.39,4278.13,374.01,212.04,479.96,5.98,76.20,10.97,6.85,202.64
653,860.28,606.22,2,2.04,551.89,660.54,10726.43,372.09,151.86,429.30,6.04,76.87,10.75,6.35,248.70
654,634.31,465.85,2,2.02,453.30,478.41,3864.87,377.44,294.53,439.73,6.09,74.69,13.57,5.65,164.92
655,893.40,620.54,2,2.03,567.35,673.74,13240.65,373.45,342.32,401.89,6.36,78.83,9.30,5.51,278.90
656,665.34,481.67,2,2.02,482.97,480.37,4415.77,372.76,269.09,456.58,6.11,73.90,13.25,6.74,149.99
657,642.30,442.24,2,2.06,448.61,435.88,3228.09,352.18,233.72,429.62,6.21,71.44,15.64,6.71,127.91
658,887.77,548.69,2,2.19,661.08,436.31,9654.45,370.78,217.31,453.29,6.09,78.71,9.56,5.64,191.45
659,577.84,428.77,2,2.05,424.68,432.87,2688.85,311.46,767.30,372.66,5.91,71.59,14.71,7.79,138.36
660,588.39,457.28,2,2.09,447.67,466.88,3415.67,406.21,528.28,442.80,5.34,70.14,17.35,7.16,125.15
661,903.58,571.79,2,2.21,635.35,508.24,9154.01,376.45,181.17,507.70,6.10,74.81,13.07,6.01,228.38
662,587.42,418.04,2,2.14,378.33,457.76,2707.78,431.73,262.53,560.65,5.72,74.86,13.80,5.62,126.97
663,771.37,527.47,2,2.26,525.44,529.49,6262.53,339.58,339.07,423.56,5.75,75.42,13.61,5.22,209.70
664,657.45,467.55,2,2.18,496.15,438.95,4145.28,335.12,200.49,534.62,5.62,77.13,12.94,4.31,161.01
665,563.11,383.01,2,2.18,380.06,385.96,1859.58,318.27,1042.49,456.26,6.08,69.15,16.10,8.68,109.70
666,786.27,535.77,2,2.37,460.83,610.72,7593.62,414.15,1182.27,477.42,5.85,78.41,10.73,5.01,227.05
667,820.85,527.88,2,2.50,463.05,592.70,7370.51,389.04,495.77,473.12,6.47,77.59,9.59,6.34,207.04
668,742.59,489.04,2,2.24,477.51,500.57,4868.75,354.89,148.78,437.37,6.39,77.56,10.36,5.70,192.88
669,681.02,510.83,2,2.02,467.62,554.03,5525.28,382.69,1159.35,437.91,6.67,78.18,9.56,5.59,222.90
670,928.20,546.66,2,2.17,488.47,604.85,8740.53,353.73,197.23,407.73,6.02,80.80,8.62,4.57,236.11
671,652.61,458.11,2,2.17,436.54,479.69,3780.05,324.24,259.31,408.68,6.65,76.15,11.27,5.92,186.76
672,562.23,432.71,2,2.04,432.26,433.16,2749.50,408.44,531.98,474.66,7.51,73.59,12.36,6.54,151.13
673,746.22,518.69,2,2.03,576.23,461.15,6225.60,404.40,232.15,472.72,5.98,80.72,9.26,4.04,209.43
674,561.18,404.79,2,2.07,398.45,411.13,2378.47,392.63,1453.93,517.89,6.20,77.04,11.62,5.14,125.69
675,486.56,403.73,2,1.93,401.56,405.91,2344.54,388.66,228.14,459.27,6.13,75.18,13.71,4.97,121.29
676,657.11,467.52,2,1.99,444.75,490.29,3719.37,365.22,943.72,457.61,4.84,77.33,11.75,6.08,162.75
677,566.24,405.09,2,1.98,393.61,416.57,2381.07,394.19,238.15,473.56,5.52,72.98,15.83,5.66,99.65
678,562.52,424.57,2,2.10,419.90,429.24,2700.14,277.86,149.29,353.69,5.36,76.34,12.02,6.28,113.97
679,632.76,470.62,2,1.96,438.65,502.58,4046.50,440.40,826.54,589.81,4.91,78.07,12.55,4.47,135.56
680,714.68,466.29,2,1.97,418.58,514.00,3878.53,354.63,492.79,457.02,5.69,76.98,11.08,6.24,156.15
681,819.98,561.69,2,1.94,521.71,601.66,8764.05,357.70,427.59,429.25,6.34,79.57,9.01,5.08,223.29
682,589.33,420.87,2,1.92,436.63,405.11,2774.96,327.13,521.47,389.53,7.02,73.96,14.29,4.73,140.01
683,840.18,517.63,2,2.09,557.10,478.16,6699.61,386.21,552.04,481.18,6.39,79.80,8.33,5.48,184.92
684,914.60,504.74,2,2.06,481.33,528.15,5601.36,300.42,234.74,368.25,6.25,78.63,8.99,6.12,190.33
685,795.90,476.51,2,1.93,431.40,521.62,5343.18,374.17,708.25,443.24,6.21,78.60,9.97,5.22,187.23
686,634.21,511.60,2,1.95,492.73,530.47,5108.91,384.56,308.25,450.73,5.57,81.36,9.36,3.70,189.02
687,685.97,441.42,2,1.93,425.04,457.80,3107.51,307.77,145.35,380.64,5.23,78.36,10.14,6.26,137.88
688,857.74,552.43,2,1.86,484.44,620.42,8087.79,371.02,234.39,425.71,5.11,83.70,7.97,3.23,205.57
689,527.06,417.55,2,2.07,404.04,431.05,2519.92,369.40,714.25,424.75,5.44,76.31,10.96,7.29,136.88
690,664.13,476.79,2,1.93,440.29,513.29,4204.05,353.76,165.09,430.78,5.08,80.21,7.90,6.81,175.37
691,898.88,539.20,2,1.94,460.80,617.60,8397.13,315.58,1428.91,405.11,4.65,83.91,7.94,3.50,184.65
692,634.89,485.50,2,1.94,452.97,518.03,4235.73,332.70,440.69,356.82,4.87,81.85,8.86,4.42,161.70
693,515.52,411.99,2,1.93,416.85,407.12,2466.25,351.65,418.79,470.00,5.23,78.76,9.38,6.63,112.22
694,539.79,400.35,2,1.88,410.63,390.06,2195.52,385.93,613.07,466.28,4.51,76.29,13.35,5.85,86.31
695,621.70,456.04,2,1.88,424.60,487.47,3518.46,393.84,444.95,457.73,4.70,79.70,11.56,4.04,118.59
696,905.97,593.58,2,1.91,557.38,629.78,11115.90,347.22,192.96,418.14,5.13,81.52,9.44,3.92,228.08
697,672.28,529.87,2,1.88,533.93,525.80,6302.50,401.90,195.42,495.20,5.29,83.36,8.11,3.25,195.39
698,461.89,401.53,2,1.88,401.13,401.94,2256.35,321.55,247.06,402.37,5.24,76.07,11.06,7.63,98.52
699,583.39,429.01,2,1.97,401.27,456.75,2994.56,369.17,295.05,427.61,4.51,81.85,8.06,5.59,95.57
700,799.41,517.62,2,1.96,454.95,580.29,6656.10,420.50,654.05,596.94,4.90,80.72,8.99,5.39,170.09
701,649.85,504.27,2,2.09,500.20,508.34,4839.29,326.07,1772.70,411.61,5.79,79.69,9.63,4.89,186.89
702,722.71,510.96,2,2.01,564.11,457.80,6149.81,327.67,480.47,490.57,5.51,81.06,8.13,5.31,167.42
703,851.38,571.89,2,1.95,506.19,637.59,9661.94,401.66,488.69,496.03,5.77,81.05,7.73,5.45,236.64
704,703.95,428.59,2,1.93,445.87,411.31,3137.77,379.60,605.14,475.30,7.07,74.57,12.13,6.23,145.91
705,732.13,494.85,2,1.89,511.79,477.92,4777.76,351.86,1032.96,397.09,6.12,79.54,10.03,4.32,186.11
706,756.84,574.76,2,2.11,550.71,598.81,8951.37,329.05,200.15,455.83,6.02,81.24,9.40,3.34,240.62
707,775.63,520.72,2,1.90,454.02,587.42,6432.84,437.46,205.52,452.58,6.62,79.31,10.46,3.61,216.24
708,780.11,525.01,2,1.88,482.03,567.99,6837.00,360.43,2166.61,447.35,6.56,77.31,10.19,5.94,207.97
709,766.83,504.12,2,1.81,465.54,542.69,6002.13,311.65,485.26,420.23,6.88,77.81,10.80,4.50,213.41
710,735.13,417.08,2,1.97,408.37,425.80,2581.48,328.30,163.56,379.34,6.94,73.10,13.38,6.58,154.12
711,480.74,390.86,2,1.90,391.42,390.30,1973.25,313.07,271.70,344.18,6.14,71.71,15.06,7.09,117.87
712,614.98,404.65,2,2.06,392.39,416.92,2299.17,406.93,218.33,465.29,6.28,69.85,15.82,8.05,100.27
713,871.17,488.24,2,1.95,476.60,499.89,5485.68,376.54,219.02,424.89,6.28,75.46,12.66,5.60,164.15
714,580.45,410.45,2,1.97,413.05,407.86,2328.15,372.23,488.25,460.67,6.47,71.27,13.36,8.91,113.45
715,695.49,427.50,2,1.97,416.01,438.98,2692.52,324.89,234.95,405.05,5.75,74.77,13.73,5.75,118.09
716,697.95,492.84,2,1.99,546.49,439.19,5317.17,338.58,195.03,354.65,5.70,79.06,12.16,3.08,159.45
717,741.26,466.73,2,1.93,451.93,481.54,3707.38,341.14,137.88,461.48,5.73,77.12,11.25,5.90,159.89
718,517.14,433.95,2,2.07,437.48,430.43,2759.48,342.98,537.24,392.14,5.48,74.71,13.72,6.09,109.96
719,532.61,414.62,2,1.97,417.79,411.44,2326.61,339.88,390.98,420.37,5.95,72.18,14.79,7.08,96.09
720,578.30,432.10,2,1.90,454.22,409.98,2887.44,387.54,142.43,478.04,5.27,74.86,14.78,5.09,92.35
721,650.32,476.18,2,1.96,452.89,499.48,4325.20,266.85,490.92,359.48,5.05,77.57,13.13,4.25,126.05
722,759.90,529.42,2,2.09,486.24,572.59,6441.16,293.94,385.37,451.00,4.80,77.58,13.16,4.46,155.47
723,912.59,576.43,2,1.89,550.69,602.16,9742.52,311.15,348.82,356.33,5.63,80.05,10.25,4.07,206.22
724,544.83,407.99,2,1.90,394.19,421.79,2593.09,286.56,515.48,437.10,6.56,75.16,12.74,5.54,113.40
725,688.88,472.74,2,1.91,480.02,465.46,3884.46,379.23,1076.64,396.01,5.85,77.48,11.32,5.35,143.36
726,638.92,454.23,2,1.86,436.54,471.93,3524.20,323.23,965.69,489.94,6.00,77.63,10.49,5.88,140.45
